Description,Score,Facilities,District,Neighbourhood,Room type,Price,Minimum nights,Host name,Number of reviews,Last review,Latitude,Longitude
Hotel in lisboa,★4.57,"1 bedroom, 1 bed, 1 private bath",Lisboa,Misericrdia,Private room,140,2,Richard,23,2022-10-26,38.71069,-9.14342
Rental unit in lisboa,★4.94,"3 bedrooms, 3 beds, 2 baths",Lisboa,Arroios,Entire home/apt,196,3,Lisbon Hideouts,49,2023-06-07,38.72981,-9.14531
Rental unit in lisboa,★4.40,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Arroios,Private room,37,1,Filipa,5,2022-09-13,38.72457,-9.13402
Rental unit in lisboa,★4.09,"4 bedrooms, 4 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,252,2,Altido,43,2023-05-30,38.71109,-9.13105
Rental unit in lisboa,★4.62,"2 bedrooms, 2 beds, 2 baths",Lisboa,Avenidas Novas,Entire home/apt,191,2,Ana,13,2022-09-25,38.73899,-9.14402
Rental unit in lisboa,★4.57,"1 bedroom, 1 bed, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,125,2,Fernando,21,2023-05-14,38.71262,-9.12894
Home in gradil,★4.75,"4 bedrooms, 8 beds, 2 baths",Mafra,"Enxara do Bispo, Gradil e Vila Franca do Rosrio",Entire home/apt,124,5,Laura,4,2023-04-27,38.97517,-9.27286
Rental unit in lisboa,★4.57,"1 bedroom, 1 bed, 1 bath",Lisboa,Estrela,Entire home/apt,81,2,Eva,46,2023-05-02,38.70531,-9.16084
Rental unit in oeiras,★5.0,"Studio, 1 bath",Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",Entire home/apt,54,2,José Jacinto,3,2023-06-07,38.6965,-9.32735
Rental unit in estoril,★Unknown,"1 bedroom, 2 beds, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,150,7,Nic,0,,38.70639,-9.39273
Home in são joão das lampas,★3.83,"2 bedrooms, 3 beds, 1 bath",Sintra,So Joo das Lampas e Terrugem,Entire home/apt,118,1,Feels Like Home,6,2022-09-13,38.89986,-9.43028
Rental unit in lisboa,★4.40,"2 bedrooms, 2 beds, 1 bath",Lisboa,So Vicente,Entire home/apt,124,3,Benjamin,35,2023-06-08,38.71517,-9.12951
Rental unit in lisboa,★4.83,"1 bedroom, 1 bed, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,154,3,Benjamin,180,2023-06-12,38.70959,-9.13076
Rental unit in lisboa,★Unknown,"1 bedroom, 1 bed, 2 baths",Lisboa,Estrela,Private room,99,5,The INDY House Lisbon,1,2022-11-02,38.70875,-9.1576
Rental unit in lisboa,★Unknown,"4 bedrooms, 5 beds, 5 baths",Lisboa,Avenidas Novas,Entire home/apt,200,2,Alizeh,0,,38.73986,-9.1502
Home in bucelas,★4.67,"3 bedrooms, 4 beds, 2 baths",Loures,Bucelas,Entire home/apt,250,2,Vasco,15,2022-08-26,38.90442,-9.12075
Rental unit in ericeira-mafra,★Unknown,"2 bedrooms, 2 beds, 2 baths",Mafra,Ericeira,Entire home/apt,171,3,Diamantino,1,2022-08-07,38.96407,-9.41764
Rental unit in lisboa,★4.60,"1 bedroom, 1 bed, 1 bath",Lisboa,Penha de Frana,Entire home/apt,79,2,Sindy,5,2023-06-05,38.72202,-9.13071
Rental unit in lisboa,★Unknown,"3 bedrooms, 5 beds, 2.5 baths",Lisboa,Avenidas Novas,Entire home/apt,150,4,Joao,0,,38.73491,-9.1511
Guest suite in estoril,★4.06,"Studio, 1 bed, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,72,1,Luis,17,2023-05-21,38.70782,-9.38759
Guest suite in estoril,★4.33,"1 bedroom, 1 bed, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,78,1,Luis,18,2023-04-28,38.70796,-9.38745
Place to stay in lisboa,★4.44,"1 bedroom, 1 bath",Lisboa,Estrela,Entire home/apt,76,10,Luis,32,2023-06-05,38.70383,-9.16439
Guesthouse in lisboa,★4.58,"1 bedroom, 2 beds, 1 private bath",Lisboa,Santo Antnio,Private room,63,3,Bei,12,2023-06-07,38.71958,-9.14314
Guesthouse in lisboa,★4.20,"1 bedroom, 2 beds, 1 private bath",Lisboa,Santo Antnio,Private room,49,3,Bei,10,2023-02-25,38.71951,-9.14127
Rental unit in lisboa,★4.70,"1 bedroom, 1 bed, 1 bath",Lisboa,So Vicente,Entire home/apt,79,3,Benjamin,61,2023-06-10,38.71725,-9.1255
Rental unit in lisbon,★4.51,"1 bedroom, 2 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,85,1,GuestReady,69,2023-01-29,38.70897,-9.15163
Hotel in lisboa,★4.83,"1 bedroom, 1 bed, 1 private bath",Lisboa,Santo Antnio,Private room,176,1,Apt In Lisbon,30,2022-10-23,38.72803,-9.1448
Condo in lisboa,★Unknown,"1 bedroom, 1 bed, 1 shared bath",Lisboa,So Vicente,Private room,46,1,Mario,2,2023-06-10,38.7171,-9.12563
Rental unit in sintra,★5.0,"2 bedrooms, 4 beds, 1 bath",Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",Entire home/apt,88,3,Mihaela,68,2023-05-24,38.8010848,-9.3831393
Place to stay in lisboa,★4.60,"1 bedroom, 1 bed, 1 bath",Lisboa,Santo Antnio,Entire home/apt,49,2,Patrícia Calypso,62,2023-06-05,38.72057,-9.15188
Rental unit in parede,★4.86,"1 bedroom, 2 beds, 1 bath",Cascais,Carcavelos e Parede,Entire home/apt,99,2,Alexandre,42,2023-06-04,38.6838,-9.34545
Rental unit in lisboa,★5.0,"2 bedrooms, 2 beds, 1 bath",Lisboa,So Vicente,Entire home/apt,63,150,Palacio,4,2020-08-31,38.71902,-9.13231
Rental unit in ericeira-mafra,★5.0,"1 bedroom, 1 bed, 1 bath",Mafra,Ericeira,Entire home/apt,160,3,Diamantino,9,2022-10-25,38.96471,-9.41798
Rental unit in lisbon,★4.89,"2 bedrooms, 2 beds, 2 baths",Lisboa,Santa Maria Maior,Entire home/apt,155,2,Mahnoor,57,2023-04-23,38.70818,-9.13827
Home in santo isidoro,★4.86,"1 bedroom, 3 beds, 1 bath",Mafra,Santo Isidoro,Entire home/apt,85,2,Íris,59,2023-04-12,39.01307,-9.38401
Rental unit in torres vedras,★4.96,"1 bedroom, 2 beds, 1 bath",Torres vedras,"S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces",Entire home/apt,69,1,Milene,24,2023-05-14,39.09002,-9.25622
Guesthouse in lisboa,★4.33,"1 bedroom, 2 beds, 1 private bath",Lisboa,Arroios,Private room,65,3,Bei,21,2023-05-18,38.7167,-9.13905
Rental unit in aldeia de juzo,★Unknown,"2 bedrooms, 4 beds, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,60,1,Dave And Steph,1,2022-07-17,38.72864,-9.44962
Bungalow in cascais,★4.84,"1 bedroom, 3 beds, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,433,7,Archipelago,44,2023-06-04,38.730091,-9.469748
Rental unit in lisboa,★Unknown,"1 bedroom, 2 beds, 1 shared bath",Lisboa,Parque das Naes,Private room,108,1,Maissa,0,,38.76704,-9.09708
Rental unit in lisboa,★Unknown,"1 bedroom, 1 bed, 1.5 baths",Lisboa,Santo Antnio,Entire home/apt,55,30,Pedro,1,2022-11-05,38.72381,-9.15766
Rental unit in carcavelos,★5.0,"2 bedrooms, 2 beds, 1 bath",Cascais,Carcavelos e Parede,Entire home/apt,100,10,Constança,12,2022-08-18,38.68629,-9.33016
Boutique hotel in lisboa,★4.76,"1 bedroom, 1 bed, 1 private bath",Lisboa,Misericrdia,Private room,129,1,Flores,117,2023-05-02,38.71392,-9.15013
Rental unit in colares,★4.95,"2 bedrooms, 5 beds, 1 bath",Sintra,Colares,Entire home/apt,150,3,Catarina,19,2023-04-08,38.82734,-9.4646
Rental unit in ericeira,★4.85,"2 bedrooms, 5 beds, 1 bath",Mafra,Ericeira,Entire home/apt,111,7,Marta,20,2023-05-06,38.96891,-9.41784
Rental unit in lisboa,★4.0,"1 bedroom, 1 bed, 1 private bath",Lisboa,Olivais,Private room,60,5,Paula,5,2023-05-16,38.761962890625,-9.115682601928713
Houseboat in lisboa,★4.84,"1 bedroom, 2 beds, 1 bath",Lisboa,Parque das Naes,Entire home/apt,175,1,The Homeboat Company,242,2023-06-06,38.75428,-9.09362
Rental unit in lisboa,★4.95,"2 bedrooms, 2 beds, 2 baths",Lisboa,Santo Antnio,Entire home/apt,189,2,My Place For You,62,2023-04-03,38.7172,-9.15507
Tiny home in parede,★4.95,"1 bedroom, 1 bed, 1 bath",Cascais,Carcavelos e Parede,Entire home/apt,79,2,Claudio,104,2023-05-16,38.68832778930664,-9.354559898376465
Rental unit in lisboa,★Unknown,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Santa Clara,Shared room,100,2,Wagner,1,2022-09-05,38.78279,-9.14901
Rental unit in ericeira,★4.93,"3 bedrooms, 5 beds, 2 baths",Mafra,Ericeira,Entire home/apt,158,7,Carlo,41,2023-05-29,38.98671,-9.41632
Rental unit in lisboa,★4.61,"2 bedrooms, 4 beds, 1.5 baths",Lisboa,Marvila,Entire home/apt,113,2,Vitor Hugo,33,2022-10-09,38.74409,-9.11707
Home in ribamar,★4.78,"3 bedrooms, 3 beds, 1 bath",Lourinh,Ribamar,Entire home/apt,90,7,Mara,18,2023-04-22,39.21357,-9.34325
Guesthouse in cascais,★4.97,"Studio, 1 bed, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,152,2,Pedro,125,2023-06-02,38.69459,-9.42864
Rental unit in lisboa,★4.15,"3 bedrooms, 3 beds, 3 baths",Lisboa,Avenidas Novas,Entire home/apt,500,2,João,13,2022-10-31,38.73719,-9.1512
Rental unit in lisboa,★4.35,"3 bedrooms, 3 beds, 3 baths",Lisboa,Avenidas Novas,Entire home/apt,500,1,João,17,2023-03-10,38.73755,-9.15007
Cottage in rua servo -  fetais dos carneiros,★Unknown,"Studio, 1 bed, 1 bath",Sobral de monte agrao,Santo Quintino,Entire home/apt,50,2,Dina,1,2022-08-15,39.01906,-9.10726
Rental unit in lisboa,★4.33,"2 bedrooms, 6 beds, 1 private bath",Lisboa,Belm,Private room,85,2,Joaquim Manuel,3,2022-07-20,38.6964,-9.21308
Home in estoril,★Unknown,"2 bedrooms, 2 beds, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,95,2,Dana,2,2022-08-01,38.7191,-9.38957
Rental unit in lisboa,★4.70,"2 bedrooms, 3 beds, 2 baths",Lisboa,Estrela,Entire home/apt,234,3,Bernardo E Ana Rita,27,2023-06-05,38.71139,-9.15602
Guesthouse in estoril,★5.0,"1 bedroom, 1 bed, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,55,7,Dana,8,2023-01-02,38.72059,-9.38854
Farm stay in são joão dos montes,★4.82,"1 bed, Private half-bath",Vila franca de xira,"Alhandra, So Joo dos Montes e Calhandriz",Private room,40,2,Anne Et Eric,44,2023-06-12,38.93721,-9.03848
Rental unit in lisboa,★3.56,"3 bedrooms, 7 beds, 2 baths",Lisboa,Santo Antnio,Entire home/apt,351,2,City,9,2022-11-04,38.71682,-9.14764
Loft in lisboa,★4.79,"2 bedrooms, 2 beds, 2 baths",Lisboa,Ajuda,Entire home/apt,150,4,Leonor,33,2023-05-06,38.7019,-9.19253
Rental unit in lisboa,★4.76,"2 bedrooms, 3 beds, 1.5 baths",Lisboa,Misericrdia,Entire home/apt,172,1,Paula & Rafael,158,2023-06-08,38.70731,-9.14455
Rental unit in estoril,★4.73,"1 bedroom, 1 bed, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,59,3,Jose Alexandre,78,2023-05-24,38.70114,-9.38792
Camper/rv in lisboa,★4.75,"1 bedroom, 1 bed, 0 baths",Lisboa,Marvila,Entire home/apt,60,5,Cristina,4,2023-05-13,38.75546,-9.12907
Rental unit in ericeira,★5.0,"3 bedrooms, 5 beds, 2 baths",Mafra,Ericeira,Entire home/apt,129,5,Frederico,10,2021-09-12,38.96101,-9.41645
Rental unit in oeiras,★4.67,"1 bedroom, 1 bed, 1 shared bath",Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",Private room,40,1,Bryan,18,2023-06-10,38.69498,-9.30571
Villa in cascais,★Unknown,"9 bedrooms, 13 beds, 6 baths",Cascais,Cascais e Estoril,Entire home/apt,450,3,Sol,0,,38.69904,-9.43469
Rental unit in lisboa,★4.24,"1 bedroom, 2 beds, 1 bath",Lisboa,Arroios,Entire home/apt,128,1,Mojo,21,2023-04-15,38.73059,-9.13711
Home in colares,★4.43,"1 bedroom, 3 beds, 1 bath",Sintra,Colares,Entire home/apt,170,4,"Villa Lunae, LDA",7,2022-08-31,38.84071,-9.46064
Rental unit in lisbon,★4.57,"1 bedroom, 2 beds, 1 bath",Lisboa,So Vicente,Entire home/apt,99,1,Feels Like Home,23,2023-06-04,38.71814,-9.11959
Rental unit in lisboa,★4.72,"2 bedrooms, 2 beds, 1 bath",Lisboa,Arroios,Entire home/apt,120,2,Fernando,18,2023-05-13,38.7341,-9.1319
Rental unit in lisboa,★4.67,"1 bedroom, 2 beds, 1 bath",Lisboa,Campo de Ourique,Entire home/apt,155,1,Lisbon10,6,2022-12-02,38.71735,-9.15564
Rental unit in amadora,★4.69,"1 bedroom, 1 bed, 1 shared bath",Amadora,guas Livres,Private room,49,3,Paul,58,2023-05-08,38.74988,-9.22631
Condo in oeiras,★5.0,"2 bedrooms, 2 beds, 2 baths",Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",Entire home/apt,200,5,Elisabete,3,2022-08-04,38.68748,-9.3119
Rental unit in ericeira,★4.86,"2 bedrooms, 4 beds, 2 baths",Mafra,Ericeira,Entire home/apt,128,2,Alojoeste,28,2023-05-29,38.983097076416016,-9.41240119934082
Rental unit in lisboa,★Unknown,"2 bedrooms, 5 beds, 1.5 baths",Lisboa,Campo de Ourique,Entire home/apt,279,1,Lisbon10,1,2022-09-16,38.71735,-9.15564
Rental unit in lisboa,★Unknown,"2 bedrooms, 4 beds, 1 bath",Lisboa,Campo de Ourique,Entire home/apt,279,1,Lisbon10,2,2022-09-29,38.71735,-9.15564
Rental unit in alcabideche,★4.50,"3 bedrooms, 4 beds, 2 baths",Cascais,Alcabideche,Entire home/apt,95,3,Gil,28,2023-06-05,38.72415,-9.41038
Rental unit in cascais,★4.92,"1 bedroom, 1 bed, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,100,4,Números,39,2023-05-27,38.70626,-9.43045
Rental unit in amadora,★Unknown,"2 bedrooms, 4 beds, 1 bath",Amadora,Encosta do Sol,Entire home/apt,150,60,Gonçalo,2,2020-08-28,38.76649,-9.21628
Tiny home in santiago dos velhos,★5.0,"1 bedroom, 1 bed, 1 private bath",Arruda dos vinhos,Santiago dos Velhos,Private room,70,1,Maria Antonia,3,2022-06-10,38.987735748291016,-9.10795783996582
Hotel in cascais,★4.75,"43 bedrooms, 2 beds, 1 private bath",Cascais,Cascais e Estoril,Private room,258,1,Cascais,8,2022-10-09,38.69951,-9.42014
Hotel in cascais,★Unknown,"3 bedrooms, 1 bed, 1 bath",Cascais,Cascais e Estoril,Private room,240,1,Cascais,0,,38.69836,-9.41856
Hotel in cascais,★4.90,"2 bedrooms, 1 bed, 1 bath",Cascais,Cascais e Estoril,Private room,166,1,Cascais,30,2023-06-02,38.69893,-9.41879
Rental unit in cascais,★4.25,"22 bedrooms, 2 beds, 1 bath",Cascais,Cascais e Estoril,Private room,174,1,Cascais,4,2023-05-05,38.69983,-9.4188
Rental unit in cascais,★4.0,"1 bedroom, 1 bed, 1 bath",Cascais,Cascais e Estoril,Private room,166,1,Cascais,3,2023-01-14,38.70023,-9.419
Rental unit in cascais,★Unknown,"4 bedrooms, 2 beds, 1 bath",Cascais,Cascais e Estoril,Private room,240,1,Cascais,0,,38.69833,-9.42032
Rental unit in cascais,★Unknown,"5 bedrooms, 1 bed, 1 bath",Cascais,Cascais e Estoril,Private room,176,1,Cascais,1,2021-08-07,38.69994,-9.41918
Cottage in reguengo grande,★4.50,"2 bedrooms, 3 beds, 1 bath",Lourinh,Reguengo Grande,Entire home/apt,300,1,We Stay,6,2023-03-12,39.29481,-9.22889
Rental unit in lisboa,★Unknown,"2 bedrooms, 4 beds, 1 bath",Lisboa,Campo de Ourique,Entire home/apt,279,1,Lisbon10,1,2022-03-21,38.71735,-9.15564
Rental unit in lisboa,★5.0,"3 bedrooms, 7 beds, 2 baths",Lisboa,Campo de Ourique,Entire home/apt,419,1,Lisbon10,24,2023-06-11,38.71735,-9.15564
Home in ericeira,★4.96,"2 bedrooms, 3 beds, 2 baths",Mafra,Carvoeira,Entire home/apt,163,5,Joana,25,2023-04-24,38.947151,-9.412983
Rental unit in lisboa,★4.93,"1 bedroom, 1 bed, 1 bath",Lisboa,Santo Antnio,Entire home/apt,100,2,Antonio,30,2023-05-21,38.71613,-9.14726
Rental unit in lisboa,★4.50,"3 bedrooms, 4 beds, 2 baths",Lisboa,Misericrdia,Entire home/apt,315,3,Marcos,68,2023-05-18,38.7132,-9.14577
Rental unit in lisboa,★4.30,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,90,1,Maria João,96,2023-06-08,38.70974,-9.14609
Rental unit in lisboa,★4.69,"2 bedrooms, 2 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,73,3,Ana,42,2023-06-10,38.71196,-9.14793
Rental unit in lisboa,★4.80,"1 bedroom, 1 bed, 1 bath",Lisboa,Santo Antnio,Entire home/apt,92,2,Tiago,201,2023-06-08,38.71699,-9.14443
Condo in cascais,★4.95,"2 bedrooms, 4 beds, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,234,2,Haitao,41,2023-05-16,38.69824,-9.42372
Guesthouse in cascais,★4.99,"Studio, 1 bed, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,181,2,Pedro,149,2023-06-06,38.69472,-9.42868
Villa in calhandriz,★Unknown,"4 bedrooms, 4 beds, 3 baths",Vila franca de xira,"Alhandra, So Joo dos Montes e Calhandriz",Entire home/apt,750,2,Carole,0,,38.93850326538086,-9.06357479095459
Rental unit in lisboa,★4.40,"1 bedroom, 1 bed, 1 bath",Lisboa,So Vicente,Entire home/apt,93,2,Zoia,179,2023-06-07,38.71323,-9.12956
Rental unit in lisboa,★4.94,"2 bedrooms, 4 beds, 1 bath",Lisboa,Ajuda,Entire home/apt,212,2,Francisco,123,2023-06-11,38.70428,-9.20063
Home in parede,★Unknown,"1 bedroom, 1 shared bath",Cascais,Carcavelos e Parede,Private room,25,30,Samantha,1,2022-01-30,38.69118,-9.35934
Rental unit in lisboa,★4.88,"2 bedrooms, 4 beds, 1 bath",Lisboa,Ajuda,Entire home/apt,118,2,Francisco,95,2023-05-31,38.70453,-9.2008
Condo in lisboa,★4.76,"1 bedroom, 1 bed, 1.5 shared baths",Lisboa,Estrela,Private room,81,1,Francisco,21,2023-05-22,38.70671,-9.16608
Rental unit in estoril,★4.85,"3 bedrooms, 3 beds, 2.5 baths",Cascais,Cascais e Estoril,Entire home/apt,200,4,Barbara,13,2021-01-03,38.70762,-9.39334
Rental unit in loures,★4.83,"2 bedrooms, 4 beds, 1 bath",Loures,Loures,Entire home/apt,110,7,Moïse,12,2022-12-23,38.82443,-9.1702
Rental unit in lisboa,★4.72,"Studio, 1 bed, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,77,3,Íris,123,2023-06-06,38.71615,-9.13369
Rental unit in cascais,★4.80,"3 bedrooms, 3 beds, 2 baths",Cascais,Cascais e Estoril,Entire home/apt,275,1,Houze,25,2023-05-25,38.69385,-9.42807
Home in lisboa,★4.63,"2 bedrooms, 2 beds, 1.5 baths",Lisboa,Ajuda,Entire home/apt,169,4,Leonor,16,2022-12-30,38.702613830566406,-9.19318675994873
Condo in carcavelos,★4.50,"3 bedrooms, 2 beds, 1.5 baths",Cascais,Carcavelos e Parede,Entire home/apt,277,3,Cláudia,4,2022-08-01,38.68881,-9.34222
Condo in lisboa,★4.83,"1 bedroom, 2 beds, 1.5 baths",Lisboa,Santo Antnio,Entire home/apt,244,3,Lourenço,40,2023-05-11,38.71781,-9.14257
Rental unit in lisboa,★4.97,"2 bedrooms, 2 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,270,3,José,142,2023-05-29,38.71514,-9.14438
Condo in lisboa,★4.85,"1 bedroom, 2 beds, 2 baths",Lisboa,Santa Maria Maior,Entire home/apt,240,3,Lourenço,71,2023-06-06,38.71612,-9.14259
Rental unit in lisboa,★5.0,"1 bedroom, 1 bed, 3 shared baths",Lisboa,Avenidas Novas,Private room,61,6,Filipe,3,2022-08-21,38.73374,-9.14855
Boutique hotel in lisboa,★4.68,"1 bedroom, 1 bed, 1 private bath",Lisboa,Misericrdia,Private room,98,1,Flores,116,2023-05-27,38.71322,-9.14995
Rental unit in lisbon,★4.33,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Arroios,Private room,33,1,Filipa,3,2022-08-31,38.72544,-9.13288
Rental unit in lisbon,★Unknown,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Arroios,Private room,28,1,Filipa,1,2022-08-08,38.72549,-9.13257
Rental unit in lisbon,★Unknown,"1 bedroom, 1 bed, 1 shared bath",Lisboa,So Vicente,Private room,33,4,Filipa,0,,38.72272,-9.13197
Rental unit in ericeira,★4.85,"2 bedrooms, 4 beds, 2 baths",Mafra,Ericeira,Entire home/apt,201,2,Parati Apartments,20,2023-05-06,38.96792,-9.41771
Rental unit in lisboa,★4.46,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,95,1,Maria João,230,2023-06-11,38.7078,-9.14707
Rental unit in lisboa,★4.66,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Misericrdia,Private room,43,1,Filipe,38,2023-05-16,38.70843,-9.14512
Rental unit in lisbon,★4.58,"1 bedroom, 2 beds, 1 bath",Lisboa,Arroios,Entire home/apt,94,1,GuestReady,76,2023-05-27,38.72639,-9.13657
Camper/rv in sintra,★4.83,"1 bedroom, 2 beds, 1.5 baths",Sintra,Colares,Private room,25,1,Joana,24,2023-05-18,38.83142,-9.46316
Home in colares,★4.80,"8 bedrooms, 12 beds, 6.5 baths",Sintra,Colares,Entire home/apt,1249,7,Feeling INN,10,2023-05-21,38.81549,-9.47354
Rental unit in lisboa,★4.90,"2 bedrooms, 3 beds, 1 bath",Lisboa,Ajuda,Entire home/apt,123,2,Francisco,124,2023-06-07,38.70481,-9.20222
Rental unit in lisboa,★4.89,"1 bedroom, 1 bed, 1 bath",Lisboa,Marvila,Entire home/apt,108,4,José,19,2023-06-11,38.75163,-9.09995
Rental unit in lisboa,★4.90,"1 bedroom, 1 bed, 1 bath",Lisboa,Santo Antnio,Entire home/apt,75,2,Soc. Agrícola  Dos Caniçais,21,2023-05-01,38.71978,-9.15484
Rental unit in lisboa,★5.0,"2 bedrooms, 2 beds, 1 bath",Lisboa,Beato,Entire home/apt,132,20,Frederico,10,2023-06-04,38.73506,-9.12402
Rental unit in parede,★4.84,"1 bedroom, 1 bed, 1 bath",Cascais,Carcavelos e Parede,Entire home/apt,92,4,Vania,49,2023-05-26,38.68583,-9.3501
Rental unit in lisboa,★4.71,"1 bedroom, 1 bed, 1 private bath",Lisboa,Misericrdia,Private room,80,1,Maria João,121,2023-06-11,38.70839,-9.14751
Rental unit in lisboa,★4.36,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Arroios,Private room,29,2,Filipa,14,2022-08-26,38.72362,-9.13233
Rental unit in lisboa,★4.53,"1 bedroom, 2 beds, 1 bath",Lisboa,Arroios,Entire home/apt,139,1,Casa Boma,169,2023-06-09,38.72917,-9.1416
Rental unit in lisboa,★5.0,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Arroios,Private room,37,1,Filipa,7,2021-09-11,38.72506,-9.13297
Rental unit in lisboa,★4.55,"1 bedroom, 2 beds, 1 bath",Lisboa,Estrela,Entire home/apt,133,1,Casa Boma,84,2023-06-08,38.71135,-9.15913
Windmill in cadaval,★5.0,"1 bedroom, 2 beds, 2 baths",Cadaval,Vilar,Entire home/apt,118,1,Layton,9,2023-04-12,39.18975,-9.1198
Boutique hotel in cascais,★Unknown,Studio,Cascais,Cascais e Estoril,Hotel room,0,1,Pestana,0,,38.69687,-9.43817
Rental unit in estoril,★4.58,"1 bedroom, 1 bed, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,64,7,Carolina,26,2023-05-31,38.69917,-9.37831
Rental unit in lisboa,★4.71,"1 bedroom, 2 beds, 1 bath",Lisboa,Santo Antnio,Entire home/apt,76,2,Tiago,109,2023-05-27,38.71637,-9.14303
Rental unit in lisboa,★Unknown,"1 bedroom, 1 bed, 3 shared baths",Lisboa,Areeiro,Private room,43,6,Filipe,0,,38.7435,-9.14084
Condo in lisboa,★4.67,"1 bedroom, 1 bed, 1.5 shared baths",Lisboa,Estrela,Private room,85,1,Francisco,15,2023-05-26,38.70535,-9.16774
Home in lourinhã,★Unknown,"3 bedrooms, 6 beds, 3 baths",Lourinh,Lourinh e Atalaia,Entire home/apt,220,5,OesteGest,2,2021-08-26,39.23715,-9.33399
Cottage in carmões,★5.0,"4 bedrooms, 4 beds, 4.5 baths",Torres vedras,Carvoeira e Carmes,Entire home/apt,290,3,Hugo,43,2023-05-07,39.05565,-9.14247
Rental unit in lisboa,★4.98,"5 bedrooms, 7 beds, 3 baths",Lisboa,Santa Maria Maior,Entire home/apt,853,2,Liliana,159,2023-06-08,38.71135,-9.13666
Rental unit in ericeira,★4.76,"2 bedrooms, 5 beds, 1.5 baths",Mafra,Ericeira,Entire home/apt,56,2,António,37,2023-05-24,38.96937,-9.41754
Condo in lisboa,★4.56,"1 bedroom, 1 bed, 1 private bath",Lisboa,Estrela,Private room,125,1,Francisco,9,2023-05-10,38.7048,-9.16615
Condo in lisboa,★4.53,"1 bedroom, 1 bed, 1.5 shared baths",Lisboa,Estrela,Private room,80,1,Francisco,19,2023-05-19,38.70481,-9.16761
Rental unit in lisboa,★4.28,"1 bedroom, 2 beds, 1 bath",Lisboa,Penha de Frana,Entire home/apt,71,2,Rémi,50,2023-05-09,38.73164482316281,-9.126606298430971
Villa in maxial,★Unknown,"4 bedrooms, 9 beds, 2 baths",Torres vedras,Maxial e Monte Redondo,Entire home/apt,240,7,Isabelle,2,2022-07-30,39.12241,-9.18429
Rental unit in cascais,★4.29,"1 bedroom, 2 beds, 2 shared baths",Cascais,Cascais e Estoril,Private room,25,4,Samuel,14,2023-05-28,38.71026,-9.4212
Rental unit in lisboa,★5.0,"4 bedrooms, 5 beds, 2.5 baths",Lisboa,Areeiro,Entire home/apt,249,1,José,39,2023-06-04,38.7402,-9.13338
Rental unit in colares,★Unknown,"3 bedrooms, 4 beds, 2 baths",Sintra,Colares,Entire home/apt,141,5,Jane,0,,38.79065,-9.45064
Rental unit in lisboa,★4.87,"4 bedrooms, 6 beds, 3 baths",Lisboa,Arroios,Entire home/apt,401,2,Feeling INN,38,2023-05-14,38.7331,-9.14079
Rental unit in cascais,★4.56,"Studio, 1 bed, 2 shared baths",Cascais,Cascais e Estoril,Private room,35,3,Samuel,9,2023-03-06,38.71084,-9.42327
Rental unit in lisboa,★New,"1 bedroom, 2 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,65,28,Susana,0,,38.7125562,-9.1266913
Rental unit in lisboa,★4.47,"2 bedrooms, 3 beds, 1 bath",Lisboa,Arroios,Entire home/apt,148,1,Jordan,32,2023-04-15,38.72021,-9.13345
Villa in lisboa,★Unknown,"1 bedroom, 1 bed, 1 private bath",Lisboa,Alvalade,Private room,150,2,Lisboa,0,,38.75035,-9.13526
