Description,Score,Facilities,District,Neighbourhood,Room type,Price,Minimum nights,Host name,Number of reviews,Last review,Latitude,Longitude
Rental unit in madrid,★4.77,"3 bedrooms, 3 beds, 1 bath",Arganzuela,Palos de Moguer,Entire home/apt,135,2,David,35,2023-01-22 00:00:00,40.40113,-3.69352
Loft in madrid,★4.88,"1 bedroom, 2 beds, 1 bath",San Blas - Canillejas,Canillejas,Entire home/apt,73,2,Rafael,56,2023-05-28 00:00:00,40.43629,-3.60937
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Centro,Universidad,Entire home/apt,90,14,Pablo,0,,40.42522,-3.70281
Rental unit in madrid,★4.28,"3 bedrooms, 5 beds, 1.5 baths",Centro,Sol,Entire home/apt,230,2,Peter,62,2023-06-05 00:00:00,40.41628,-3.70083
Home in madrid,★4.43,"1 bedroom, 1 bed, 1.5 shared baths",San Blas - Canillejas,Rosas,Private room,27,1,Julián,23,2023-05-22 00:00:00,40.42856,-3.60844
Home in madrid,★Unknown,"3 bedrooms, 3 beds, 1.5 baths",Chamberí,Almagro,Entire home/apt,150,2,Aurora,0,,40.43487,-3.69847
Home in madrid,★4.84,"Studio, 1 bed, 0 baths",Latina,Campamento,Private room,26,1,Victor Manuel,45,2023-05-27 00:00:00,40.39847,-3.76851
Rental unit in madrid,★5.0,"Studio, 1 bed, 1 bath",Centro,Justicia,Entire home/apt,85,30,Miguel Angel,3,2023-03-02 00:00:00,40.42541,-3.70023
Rental unit in madrid,★5.0,"2 bedrooms, 2 beds, 1 bath",Chamartín,Nueva España,Entire home/apt,205,3,Beatriz,8,2022-06-09 00:00:00,40.45918,-3.68645
Condo in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Fuencarral - El Pardo,Peñagrande,Entire home/apt,71,60,Jdasuits,1,2020-01-25 00:00:00,40.47677,-3.7337
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 shared bath",Tetuán,Cuatro Caminos,Private room,31,1,Edward,1,2020-01-26 00:00:00,40.45632,-3.69843
Rental unit in madrid,★4.86,"1 bedroom, 2 beds, 1 shared bath",Centro,Justicia,Private room,49,2,Lorenzo Marcelino,88,2023-01-09 00:00:00,40.42039,-3.70127
Rental unit in madrid,★4.63,"1 bedroom, 3 beds, 1.5 baths",Centro,Embajadores,Entire home/apt,48,1,Sara,27,2023-06-05 00:00:00,40.4101,-3.708
Villa in madrid,★4.43,"1 bedroom, 1 bed, 1 shared bath",Carabanchel,Puerta Bonita,Private room,32,3,Nuria,7,2022-10-15 00:00:00,40.37832,-3.74457
Rental unit in madrid,★4.55,"1 bedroom, 1 bed, 1 private bath",Centro,Sol,Private room,70,1,Orlando,40,2023-05-26 00:00:00,40.418255,-3.701947
Home in madrid,★Unknown,"Studio, 1 bed, 1 shared bath",Centro,Embajadores,Private room,21,2,Marcos,2,2020-01-10 00:00:00,40.412,-3.70593
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Salamanca,Castellana,Entire home/apt,75,2,Adrián,2,2020-03-01 00:00:00,40.43156,-3.68691
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Centro,Universidad,Private room,30,1,Ruth,0,,40.42833,-3.70596
Rental unit in madrid,★4.83,"2 bedrooms, 3 beds, 1 bath",Salamanca,Recoletos,Entire home/apt,206,1,Fiteni,77,2023-05-31 00:00:00,40.42487,-3.68135
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 shared bath",Hortaleza,Canillas,Private room,55,1,Fer,1,2019-12-22 00:00:00,40.46579,-3.64631
Rental unit in madrid,★4.51,"1 bedroom, 2 beds, 1 bath",Centro,Sol,Entire home/apt,82,3,Ángel Stayaday,82,2023-05-29 00:00:00,40.41882,-3.70521
Rental unit in madrid,★5.0,"1 bedroom, 1 bed, 1 shared bath",Centro,Universidad,Private room,38,3,Andre,28,2023-01-31 00:00:00,40.42290878295898,-3.705089092254639
Rental unit in madrid,★4.63,"3 bedrooms, 4 beds, 3 baths",Centro,Justicia,Entire home/apt,259,1,Jose Pablo,73,2023-05-20 00:00:00,40.42523,-3.69534
Rental unit in madrid,★Unknown,"1 bedroom, 1 shared bath",Chamartín,Prosperidad,Private room,55,2,Amaya,0,,40.44342,-3.67434
Rental unit in madrid,★4.42,"2 bedrooms, 2 beds, 2 baths",Fuencarral - El Pardo,El Goloso,Entire home/apt,104,3,Ricardo,57,2023-05-19 00:00:00,40.50395,-3.69933
Rental unit in madrid,★4.63,"1 bedroom, 2 beds, 1 bath",Centro,Sol,Entire home/apt,111,3,Vanrays,32,2023-06-07 00:00:00,40.41606,-3.70165
Rental unit in madrid,★4.51,"1 bedroom, 1 bed, 1 bath",Centro,Universidad,Entire home/apt,110,3,Leeways,110,2023-05-25 00:00:00,40.42279,-3.70803
Rental unit in madrid,★5.0,"Studio, 1 bed, 1 bath",Centro,Embajadores,Entire home/apt,91,4,Beatriz,3,2020-03-03 00:00:00,40.40841,-3.70071
Rental unit in madrid,★4.57,"1 bedroom, 1 bed, 1 private bath",Chamberí,Arapiles,Private room,59,1,Cesar,45,2023-06-04 00:00:00,40.43172,-3.70562
Rental unit in madrid,★Unknown,"2 bedrooms, 2 beds, 1 bath",Centro,Universidad,Entire home/apt,200,7,MadreamsRent,2,2020-01-26 00:00:00,40.42162,-3.70502
Rental unit in madrid,★4.51,"6 bedrooms, 13 beds, 4 baths",Tetuán,Almenara,Entire home/apt,349,2,Jorge,72,2023-06-05 00:00:00,40.46736,-3.68964
Rental unit in madrid,★4.63,"2 bedrooms, 3 beds, 1 bath",Centro,Universidad,Entire home/apt,119,2,Raul,38,2023-06-05 00:00:00,40.42492,-3.70975
Rental unit in madrid,★4.88,"1 bedroom, 1 bed, 1 bath",Chamartín,Castilla,Entire home/apt,50,2,Esperanza,8,2021-06-05 00:00:00,40.46918,-3.68628
Rental unit in madrid,★4.40,"1 bedroom, 2 beds, 1 bath",Centro,Palacio,Entire home/apt,104,2,Roberto,5,2020-02-09 00:00:00,40.42049,-3.70737
Condo in madrid,★4.46,"Studio, 1 bed, 1 shared bath",Ciudad Lineal,Quintana,Private room,15,3,Tianwei,13,2020-03-12 00:00:00,40.43869,-3.64376
Rental unit in madrid,★5.0,"2 bedrooms, 3 beds, 3 baths",Centro,Universidad,Entire home/apt,339,2,Roberto,3,2020-03-01 00:00:00,40.42062,-3.70635
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 shared bath",Centro,Embajadores,Private room,23,1,Katherine,1,2019-12-25 00:00:00,40.41284,-3.70352
Rental unit in madrid,★4.58,"1 bedroom, 2 beds, 1 bath",Centro,Palacio,Entire home/apt,83,20,Juan Francisco,43,2023-05-31 00:00:00,40.41779,-3.70905
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 shared bath",Puente de Vallecas,Palomeras Bajas,Private room,15,1,Ana,0,,40.38914,-3.66318
Home in madrid,★Unknown,"1 bedroom, 1 bath",Villa de Vallecas,Santa Eugenia,Private room,30,2,Loly,0,,40.38312,-3.62279
Rental unit in madrid,★4.70,"1 bedroom, 1 bed, 1 bath",Centro,Palacio,Entire home/apt,148,1,Emilio,44,2023-05-14 00:00:00,40.42151,-3.7126
Rental unit in madrid,★Unknown,"1 bedroom, 1 bath",Hortaleza,Canillas,Private room,91,1,Kevin,0,,40.46424,-3.64928
Rental unit in madrid,★4.59,"3 bedrooms, 5 beds, 2 baths",Centro,Palacio,Entire home/apt,267,1,Canaan Xibanya 1,37,2023-05-22 00:00:00,40.42096,-3.70999
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1.5 baths",Arganzuela,Acacias,Entire home/apt,55,1,Enedina,2,2020-01-13 00:00:00,40.40109,-3.70162
Rental unit in madrid,★4.70,"3 bedrooms, 7 beds, 4 baths",Centro,Universidad,Entire home/apt,620,1,Hellen,10,2022-07-18 00:00:00,40.421249,-3.70627
Hostel in madrid,★4.69,"1 bedroom, 1 bed, 1 shared bath",Centro,Palacio,Private room,150,1,Generator,64,2022-12-09 00:00:00,40.42021,-3.70889
Rental unit in madrid,★4.74,"1 bedroom, 2 beds, 1 bath",Centro,Cortes,Entire home/apt,101,2,Rodrigo,82,2023-06-06 00:00:00,40.41154,-3.69509
Rental unit in madrid,★4.58,"1 bedroom, 1 bed, 1 private bath",Centro,Palacio,Private room,46,3,Victoria,20,2023-03-05 00:00:00,40.41623,-3.70963
Yurt in madrid,★4.66,"2 beds, 1 bath",Fuencarral - El Pardo,El Goloso,Entire home/apt,53,1,Eva Gloria,106,2023-06-04 00:00:00,40.53623,-3.7026
Rental unit in madrid,★4.87,"2 bedrooms, 4 beds, 2 baths",Centro,Palacio,Entire home/apt,198,2,Eitan,94,2023-05-27 00:00:00,40.415676,-3.711414
Rental unit in madrid,★4.77,"2 bedrooms, 4 beds, 2 baths",Tetuán,Bellas Vistas,Entire home/apt,135,2,Enrique,13,2022-07-25 00:00:00,40.45228,-3.70364
Rental unit in madrid,★Unknown,"1 bedroom, 1 private bath",Centro,Palacio,Private room,55,1,Enrique,0,,40.41616,-3.7132
Home in madrid,★4.67,"1 bedroom, 1 bed, 2 baths",Arganzuela,Chopera,Private room,45,1,Victoria,21,2023-06-04 00:00:00,40.39814,-3.69978
Rental unit in madrid,★4.56,"Studio, 1 bed, 1 bath",Centro,Justicia,Entire home/apt,105,3,Ye,96,2023-06-05 00:00:00,40.42202,-3.69924
Rental unit in madrid,★4.55,"3 bedrooms, 3 beds, 1 bath",Salamanca,Fuente del Berro,Entire home/apt,88,2,Lorena,11,2023-06-07 00:00:00,40.42322,-3.66697
Loft in madrid,★4.92,"1 bedroom, 1 bed, 1 bath",Ciudad Lineal,Ventas,Entire home/apt,38,2,Carlos,12,2020-03-15 00:00:00,40.42758,-3.65943
Rental unit in madrid,★4.16,"1 bedroom, 2 beds, 1 bath",Centro,Palacio,Entire home/apt,88,1,Maximo,63,2023-05-26 00:00:00,40.42041,-3.70744
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 shared bath",Latina,Aguilas,Private room,20,1,Alvaro,0,,40.3808,-3.76825
Rental unit in madrid,★4.30,"1 bedroom, 2 beds, 1 private bath",Carabanchel,Abrantes,Private room,200,2,Nora,10,2022-11-14 00:00:00,40.38046,-3.72896
Guest suite in madrid,★4.78,"1 bedroom, 1 bed, 1 bath",Centro,Universidad,Entire home/apt,103,2,Valeria,120,2023-06-08 00:00:00,40.42335,-3.70385
Loft in madrid,★4.81,"1 bedroom, 2 beds, 1 bath",Hortaleza,Valdefuentes,Entire home/apt,116,5,Antonio,48,2023-05-04 00:00:00,40.50834,-3.65481
Rental unit in madrid,★4.23,"1 bedroom, 1 bed, 1 shared bath",Moncloa - Aravaca,Argüelles,Private room,48,1,Susi,13,2023-05-21 00:00:00,40.43169,-3.71984
Condo in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Fuencarral - El Pardo,Peñagrande,Entire home/apt,71,60,Jdasuits,0,,40.47728,-3.73546
Rental unit in madrid,★4.77,"2 bedrooms, 2 beds, 1 bath",Retiro,Ibiza,Entire home/apt,109,7,Catherine Paule,23,2023-05-06 00:00:00,40.4164,-3.67678
Rental unit in madrid,★4.61,"1 bedroom, 2 beds, 1 bath",Centro,Justicia,Entire home/apt,119,2,Raul,100,2023-06-03 00:00:00,40.4212,-3.69903
Rental unit in madrid,★Unknown,"3 bedrooms, 3 beds, 1 shared bath",Carabanchel,Puerta Bonita,Private room,60,1,Miguel,0,,40.37553,-3.73742
Rental unit in madrid,★Unknown,"2 bedrooms, 2 beds, 1 bath",Arganzuela,Delicias,Entire home/apt,85,4,Guillermo,1,2019-12-30 00:00:00,40.39354,-3.69369
Rental unit in madrid,★4.69,"3 bedrooms, 4 beds, 2 baths",Salamanca,Castellana,Entire home/apt,428,1,Presidence Rentals,71,2023-04-27 00:00:00,40.43102,-3.68661
Rental unit in madrid,★4.54,"1 bedroom, 1 bed, 1 bath",Puente de Vallecas,Numancia,Entire home/apt,50,5,Pya,28,2023-06-04 00:00:00,40.39733,-3.666
Condo in madrid,★5.0,"1 bedroom, 3 beds, 1 bath",Ciudad Lineal,San Pascual,Entire home/apt,103,10,Nati,10,2023-05-13 00:00:00,40.44397,-3.64741
Rental unit in madrid,★Unknown,"1 bedroom, 2 beds, 1 bath",Centro,Palacio,Entire home/apt,109,2,Miguel & Katya,1,2020-01-02 00:00:00,40.40994,-3.71118
Rental unit in madrid,★Unknown,"Studio, 2 beds, 1 bath",Chamberí,Gaztambide,Entire home/apt,56,2,Amad,2,2020-03-08 00:00:00,40.4308,-3.71588
Rental unit in madrid,★4.95,"1 bedroom, 1 bed, 1 private bath",Arganzuela,Palos de Moguer,Private room,40,4,Marisa,22,2023-04-23 00:00:00,40.40151,-3.69058
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 shared bath",Salamanca,Recoletos,Private room,30,1,Elizabeth,0,,40.42499,-3.68568
Hostel in madrid,★4.63,"1 bedroom, 40 beds, 3 shared baths",Centro,Embajadores,Shared room,44,1,The Newton,19,2023-05-23 00:00:00,40.41109,-3.70266
Hotel in madrid,★Unknown,"5 bedrooms, 1 bed, 1 private bath",Centro,Embajadores,Private room,174,1,The Newton,1,2022-05-01 00:00:00,40.412052,-3.703554
Rental unit in madrid,★4.33,"1 bedroom, 1 bath",Centro,Embajadores,Private room,29,6,Pauline,3,2020-03-03 00:00:00,40.4111,-3.69861
Hotel in madrid,★Unknown,"3 bedrooms, 1 bed, 1 private bath",Centro,Embajadores,Private room,174,1,The Newton,0,,40.411858,-3.703382
Rental unit in madrid,★4.33,"2 bedrooms, 2 beds, 1 bath",Centro,Embajadores,Entire home/apt,89,1,Daniel,12,2021-10-16 00:00:00,40.41281,-3.70729
Hostel in madrid,★Unknown,"5 bedrooms, 1 bed, 1 private bath",Centro,Embajadores,Private room,144,1,The Newton,0,,40.41295,-3.70428
Rental unit in madrid,★Unknown,"2 bedrooms, 2 beds, 1 bath",Centro,Cortes,Entire home/apt,62,22,Maria,0,,40.41467,-3.70149
Rental unit in madrid,★4.82,"1 bedroom, 2 beds, 1 bath",Arganzuela,Imperial,Entire home/apt,96,4,Andrea,33,2023-05-28 00:00:00,40.4101,-3.72162
Rental unit in madrid,★Unknown,"4 bedrooms, 5 beds, 3 baths",Moncloa - Aravaca,Argüelles,Entire home/apt,300,3,V&R Apartments,1,2020-01-01 00:00:00,40.42532,-3.71353
Rental unit in madrid,★4.63,"1 bedroom, 1 bed, 1 bath",Centro,Embajadores,Entire home/apt,120,7,La Calandria Villa,8,2022-10-02 00:00:00,40.4093,-3.70373
Rental unit in madrid,★4.51,"1 bedroom, 2 beds, 1 bath",Centro,Embajadores,Entire home/apt,108,1,Marta Y Dani,73,2023-06-06 00:00:00,40.41117,-3.70724
Rental unit in madrid,★Unknown,"3 bedrooms, 3 beds, 2 baths",Moncloa - Aravaca,Argüelles,Entire home/apt,288,3,V&R Apartments,1,2020-01-03 00:00:00,40.42713,-3.71368
Condo in madrid,★4.79,"Studio, 1 bed, 1 shared bath",Centro,Embajadores,Private room,27,3,Saul,29,2022-01-03 00:00:00,40.40963,-3.70009
Rental unit in madrid,★4.95,"4 bedrooms, 5 beds, 4 baths",Centro,Palacio,Entire home/apt,269,1,Spanish Vanity,257,2023-06-06 00:00:00,40.41896,-3.70994
Rental unit in madrid,★4.74,"1 bedroom, 1 bed, 1 bath",Centro,Justicia,Private room,44,1,Delia,54,2023-05-13 00:00:00,40.42146,-3.69734
Rental unit in madrid,★Unknown,"1 bedroom, 2 beds, 1 bath",Chamberí,Almagro,Entire home/apt,9999,1,Equipo DFLAT Madrid,1,2022-03-06 00:00:00,40.43367,-3.69131
Rental unit in madrid,★4.81,"1 bedroom, 2 beds, 1 bath",Centro,Justicia,Entire home/apt,122,3,Sara Lorena,88,2023-05-08 00:00:00,40.42357,-3.69769
Home in madrid,★Unknown,"2 bedrooms, 3 beds, 1 bath",Latina,Puerta del Angel,Entire home/apt,70,28,Francisco,1,2020-03-03 00:00:00,40.41317,-3.72846
Rental unit in madrid,★Unknown,"1 bedroom, 1.5 shared baths",Centro,Embajadores,Shared room,322,1,Angel,0,,40.41084,-3.69785
Rental unit in madrid,★Unknown,"1 bedroom, 2 beds, 1 bath",Chamberí,Almagro,Entire home/apt,140,1,Equipo DFLAT Madrid,0,,40.43367,-3.69131
Rental unit in madrid,★Unknown,"1 bedroom, 2 beds, 1 bath",Chamberí,Almagro,Entire home/apt,127,1,Equipo DFLAT Madrid,1,2019-12-30 00:00:00,40.43333,-3.69243
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",San Blas - Canillejas,Simancas,Entire home/apt,500,1,Mónica,1,2019-12-26 00:00:00,40.42685,-3.62946
Rental unit in madrid,★Unknown,"1 bedroom, 2 beds, 1 bath",Chamberí,Almagro,Entire home/apt,140,1,Equipo DFLAT Madrid,0,,40.43389,-3.69248
Rental unit in madrid,★4.57,"1 bedroom, 1 bath",Carabanchel,San Isidro,Entire home/apt,51,7,Ramon,7,2023-03-01 00:00:00,40.3932,-3.72694
Rental unit in madrid,★4.64,"1 bedroom, 3 beds, 1 bath",Centro,Justicia,Entire home/apt,101,1,Gius,106,2023-05-23 00:00:00,40.4228,-3.69733
Rental unit in madrid,★4.84,"1 bedroom, 2 beds, 1 bath",Ciudad Lineal,Ventas,Entire home/apt,72,1,Magali,270,2023-05-25 00:00:00,40.4317,-3.64747
Rental unit in madrid,★4.46,"1 bedroom, 1 bed, 1 private bath",Chamberí,Arapiles,Private room,89,1,Amazinn Places,98,2023-05-05 00:00:00,40.43679,-3.71059
Rental unit in madrid,★5.0,"1 bedroom, 1 bed, 1 bath",Latina,Puerta del Angel,Entire home/apt,83,3,Isa,9,2023-05-10 00:00:00,40.41026189252095,-3.736648410558701
Boutique hotel in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Centro,Universidad,Private room,1000,1,Paula,0,,40.42815,-3.70247
Rental unit in madrid,★4.84,"Studio, 1 bed, 1 bath",Barajas,Casco Histórico de Barajas,Entire home/apt,95,1,Carlos,179,2023-05-25 00:00:00,40.47343279428821,-3.5793536938159782
Rental unit in madrid,★4.73,"Studio, 1 bed, 1 bath",Centro,Embajadores,Entire home/apt,62,2,Roque,100,2023-05-24 00:00:00,40.41189,-3.70513
Boutique hotel in madrid,★Unknown,"1 bedroom, 2 beds, 1 bath",Chamberí,Trafalgar,Private room,1000,1,Paula,0,,40.4303,-3.70231
Rental unit in madrid,★4.93,"1 bedroom, 2 beds, 1.5 baths",Centro,Cortes,Entire home/apt,239,3,MadreamsRent,58,2023-05-22 00:00:00,40.41415,-3.6966
Boutique hotel in madrid,★Unknown,"1 bedroom, 2 beds, 1 bath",Centro,Justicia,Private room,1000,1,Paula,0,,40.42849,-3.7007
Rental unit in madrid,★4.79,"2 bedrooms, 3 beds, 1 bath",Centro,Cortes,Entire home/apt,83,3,MadreamsRent,80,2023-05-17 00:00:00,40.41599,-3.7008
Boutique hotel in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Chamberí,Trafalgar,Private room,1000,1,Paula,0,,40.42956,-3.70259
Rental unit in madrid,★4.67,"1 bedroom, 1 bed, 1 bath",Centro,Sol,Entire home/apt,117,1,Miguel,36,2023-05-12 00:00:00,40.41634,-3.70713
Rental unit in madrid,★Unknown,"3 bedrooms, 3 beds, 1 bath",Centro,Justicia,Entire home/apt,80,7,Adriano,1,2020-03-12 00:00:00,40.42163,-3.6997
Rental unit in madrid,★4.64,"1 bedroom, 1 bed, 1 private bath",Chamberí,Arapiles,Private room,77,1,Amazinn Places,83,2023-04-02 00:00:00,40.43818,-3.71067
Rental unit in madrid,★4.62,"1 bedroom, 2 beds, 2 baths",Chamberí,Gaztambide,Private room,94,1,Amazinn Places,160,2023-04-02 00:00:00,40.43799,-3.71201
Rental unit in madrid,★4.98,"3 bedrooms, 4 beds, 2 baths",Arganzuela,Imperial,Entire home/apt,241,2,Reyes,132,2023-06-01 00:00:00,40.40775,-3.72062
Rental unit in madrid,★4.25,"1 bedroom, 1 bed, 1 private bath",Chamberí,Arapiles,Private room,76,1,Amazinn Places,40,2022-12-10 00:00:00,40.43816,-3.71079
Rental unit in madrid,★4.94,"2 bedrooms, 2 beds, 2 baths",Centro,Palacio,Entire home/apt,400,3,Jess,36,2023-05-08 00:00:00,40.41165,-3.71368
Rental unit in madrid,★4.31,"1 bedroom, 1 bed, 1 private bath",Chamberí,Gaztambide,Private room,77,1,Amazinn Places,65,2023-02-11 00:00:00,40.43848,-3.71243
Rental unit in madrid,★Unknown,"3 bedrooms, 3 beds, 1 bath",Ciudad Lineal,Pueblo Nuevo,Entire home/apt,65,2,Pedro,1,2020-01-02 00:00:00,40.42346,-3.63721
Rental unit in madrid,★4.47,"1 bedroom, 2 beds, 1 bath",Retiro,Pacífico,Entire home/apt,156,1,Artreal 44 SL,15,2023-05-12 00:00:00,40.40448,-3.67738
Rental unit in madrid,★4.21,"1 bedroom, 2 beds, 1 bath",Centro,Justicia,Entire home/apt,125,2,Diana,28,2023-04-29 00:00:00,40.42544,-3.69974
Rental unit in madrid,★4.79,"1 bedroom, 1 bed, 1 bath",Puente de Vallecas,Numancia,Entire home/apt,93,32,Jaume,34,2022-11-01 00:00:00,40.39533,-3.6592
Rental unit in madrid,★4.50,"2 bedrooms, 3 beds, 2 baths",Centro,Palacio,Entire home/apt,43,1,Kathleen,4,2020-03-01 00:00:00,40.42037,-3.70911
Rental unit in madrid,★Unknown,"3 bedrooms, 3 beds, 1 bath",Ciudad Lineal,Ventas,Entire home/apt,100,28,Carola,0,,40.43142,-3.65778
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1.5 shared baths",Villa de Vallecas,Casco Histórico de Vallecas,Private room,18,1,Jherson,0,,40.37485,-3.62072
Rental unit in madrid,★4.67,"1 bedroom, 2 beds, 1 bath",Arganzuela,Imperial,Entire home/apt,80,10,Helena,3,2023-04-08 00:00:00,40.41337,-3.71887
Loft in madrid,★4.28,"Studio, 2 beds, 1 bath",Retiro,Ibiza,Entire home/apt,103,3,Leeways,92,2023-05-21 00:00:00,40.41935,-3.67721
Rental unit in madrid,★Unknown,"3 bedrooms, 6 beds, 1 bath",Arganzuela,Palos de Moguer,Entire home/apt,58,28,Javier Y Ana,1,2020-01-09 00:00:00,40.40529,-3.69503
Rental unit in madrid,★4.53,"1 bedroom, 1 bed, 1 private bath",Chamberí,Arapiles,Private room,76,1,Amazinn Places,74,2023-03-01 00:00:00,40.43641,-3.71029
Rental unit in madrid,★4.96,"1 bedroom, 1 bed, 1 shared bath",Latina,Campamento,Private room,30,4,Eva,24,2023-05-12 00:00:00,40.39443,-3.77361
Rental unit in madrid,★4.46,"1 bedroom, 1 bed, 1 private bath",Chamberí,Arapiles,Private room,77,1,Amazinn Places,76,2023-05-04 00:00:00,40.43707,-3.71038
Rental unit in madrid,★4.83,"3 bedrooms, 5 beds, 2 baths",Moncloa - Aravaca,Argüelles,Entire home/apt,165,2,Pilar,39,2023-06-05 00:00:00,40.422,-3.71505
Rental unit in madrid,★4.51,"1 bedroom, 1 bed, 1 private bath",Chamberí,Gaztambide,Private room,76,1,Amazinn Places,67,2023-05-05 00:00:00,40.4364,-3.71161
Rental unit in madrid,★Unknown,"2 bedrooms, 2 beds, 1 bath",Retiro,Pacífico,Private room,350,1,Jhoysi,0,,40.40274,-3.67471
Rental unit in madrid,★4.30,"3 bedrooms, 3 beds, 2 baths",Centro,Cortes,Entire home/apt,231,1,Amazinn Places,30,2023-05-27 00:00:00,40.41522,-3.6996
Rental unit in madrid,★3.67,"1 bedroom, 1 bed, 1.5 shared baths",Centro,Universidad,Private room,22,1,Adel,3,2020-03-09 00:00:00,40.4266,-3.70365
Rental unit in madrid,★Unknown,"1 bedroom, 2 beds, 1.5 shared baths",Puente de Vallecas,Numancia,Private room,80,2,Alejo,0,,40.39727,-3.66222
Loft in madrid,★Unknown,"Studio, 2 beds, 1 bath",Tetuán,Cuatro Caminos,Entire home/apt,80,2,Enrique,1,2022-08-28 00:00:00,40.45074,-3.70236
Rental unit in madrid,★4.60,"2 bedrooms, 2 beds, 1 bath",Centro,Sol,Entire home/apt,209,3,Marina Y Juan,135,2023-05-28 00:00:00,40.41458,-3.70375
Condo in madrid,★5.0,"1 bedroom, 1 bed, 1.5 baths",Carabanchel,Opañel,Private room,43,3,Renee,7,2022-01-29 00:00:00,40.39198,-3.72164
Guesthouse in madrid,★Unknown,"1 bedroom, 1 shared bath",Chamartín,Prosperidad,Private room,300,1,Jorge,0,,40.44185,-3.66914
Rental unit in madrid,★5.0,"1 bedroom, 1 bed, 1 bath",Centro,Universidad,Entire home/apt,43,4,Raphael,3,2020-02-12 00:00:00,40.42696,-3.70735
Rental unit in madrid,★4.77,"1 bedroom, 3 beds, 1 bath",Salamanca,Lista,Entire home/apt,84,14,Elena,48,2023-05-18 00:00:00,40.43023,-3.6714
Rental unit in madrid,★4.43,"1 bedroom, 1 bed, 1 private bath",Chamberí,Arapiles,Private room,76,1,Amazinn Places,95,2023-04-07 00:00:00,40.43822,-3.71032
Rental unit in madrid,★Unknown,"1 bedroom, 1 bath",Ciudad Lineal,Costillares,Private room,50,1,Tiziana,0,,40.4729,-3.66816
Rental unit in madrid,★4.91,"Studio, 1 bed, 1 shared bath",Ciudad Lineal,Quintana,Private room,33,2,Sandra,109,2023-05-28 00:00:00,40.4394,-3.6435
Rental unit in madrid,★4.35,"Studio, 2 beds, 1 private bath",Centro,Universidad,Private room,68,5,Josefa,48,2023-06-02 00:00:00,40.42396,-3.70439
Rental unit in madrid,★4.32,"1 bedroom, 1 bed, 1 private bath",Chamberí,Gaztambide,Private room,76,1,Amazinn Places,88,2023-01-30 00:00:00,40.43685,-3.7125
Rental unit in madrid,★4.56,"1 bedroom, 1 bed, 1 private bath",Chamberí,Arapiles,Private room,77,1,Amazinn Places,63,2023-05-01 00:00:00,40.43771,-3.71046
Loft in madrid,★4.36,"1 bedroom, 2 beds, 1 bath",Puente de Vallecas,Numancia,Entire home/apt,42,7,Jose Luis Mendoza Garcia,14,2023-05-29 00:00:00,40.39306,-3.65647
Serviced apartment in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Latina,Puerta del Angel,Private room,35,1,Alejandro,1,2020-02-02 00:00:00,40.4131,-3.73203
Rental unit in madrid,★4.63,"1 bedroom, 3 beds, 1 bath",Chamberí,Gaztambide,Entire home/apt,59,7,Adriano Y María,19,2021-05-16 00:00:00,40.43595,-3.71672
Rental unit in madrid,★4.62,"1 bedroom, 1 bed, 1 private bath",Chamberí,Arapiles,Private room,76,1,Amazinn Places,81,2023-05-21 00:00:00,40.43629,-3.7109
Rental unit in madrid,★4.98,"2 bedrooms, 4 beds, 2 baths",Centro,Justicia,Entire home/apt,199,2,Alvaro,170,2023-06-04 00:00:00,40.42745,-3.69798
Rental unit in madrid,★4.35,"1 bedroom, 1 bed, 1 private bath",Chamberí,Arapiles,Private room,74,1,Amazinn Places,82,2023-05-04 00:00:00,40.43702,-3.7103
Rental unit in madrid,★Unknown,"1 bedroom, Shared half-bath",Chamartín,Prosperidad,Private room,300,1,Jorge,0,,40.44395,-3.66919
Rental unit in madrid,★Unknown,"1 bedroom, 1 bath",Salamanca,Goya,Private room,25,3,Oscar,1,2019-12-22 00:00:00,40.42741,-3.67915
Rental unit in madrid,★4.39,"1 bedroom, 1 bed, 1 private bath",Chamberí,Gaztambide,Private room,76,1,Amazinn Places,62,2023-05-24 00:00:00,40.4384,-3.71111
Rental unit in madrid,★4.57,"1 bedroom, 1 bed, 1 private bath",Chamberí,Gaztambide,Private room,74,1,Amazinn Places,68,2023-05-04 00:00:00,40.43678,-3.71225
